"","speciesId","species_lsid","family","genus","species","subspecies","author","year","parentheses","distribution"
"18612",19195,"urn:lsid:nmbe.ch:spidersp:017565","Lycosidae","Arctosa","coreana","","Paik",1994,0,"Korea"
"18613",19196,"urn:lsid:nmbe.ch:spidersp:017566","Lycosidae","Arctosa","daisetsuzana","","Saito",1934,1,"Japan"
"18614",19197,"urn:lsid:nmbe.ch:spidersp:017567","Lycosidae","Arctosa","darountaha","","Roewer",1960,0,"Afghanistan"
"18615",19198,"urn:lsid:nmbe.ch:spidersp:017568","Lycosidae","Arctosa","denticulata","","Jiménez & Dondale",1984,0,"Mexico"
"18616",19199,"urn:lsid:nmbe.ch:spidersp:017569","Lycosidae","Arctosa","depectinata","","Bösenberg & Strand",1906,1,"China, Japan"
"18617",19200,"urn:lsid:nmbe.ch:spidersp:017570","Lycosidae","Arctosa","depuncta","","O. Pickard-Cambridge",1876,1,"Libya, Egypt"
"18618",19201,"urn:lsid:nmbe.ch:spidersp:017571","Lycosidae","Arctosa","deserta","","O. Pickard-Cambridge",1872,1,"Syria"
"18619",19202,"urn:lsid:nmbe.ch:spidersp:017572","Lycosidae","Arctosa","dissonans","","O. Pickard-Cambridge",1872,1,"Syria, Lebanon, Israel"
"18620",19203,"urn:lsid:nmbe.ch:spidersp:017573","Lycosidae","Arctosa","ebicha","","Yaginuma",1960,0,"China, Korea, Japan"
"18621",19204,"urn:lsid:nmbe.ch:spidersp:017574","Lycosidae","Arctosa","edeana","","Roewer",1960,0,"Cameroon"
"18622",19205,"urn:lsid:nmbe.ch:spidersp:017575","Lycosidae","Arctosa","emertoni","","Gertsch",1934,0,"USA, Canada"
"18623",19206,"urn:lsid:nmbe.ch:spidersp:017576","Lycosidae","Arctosa","ephippiata","","Roewer",1960,0,"Cameroon"
"18624",19207,"urn:lsid:nmbe.ch:spidersp:017612","Lycosidae","Arctosa","epiana","","Berland",1938,1,"Vanuatu"
"18625",19208,"urn:lsid:nmbe.ch:spidersp:017577","Lycosidae","Arctosa","erythraeana","","Roewer",1960,0,"Ethiopia"
"18626",19209,"urn:lsid:nmbe.ch:spidersp:017578","Lycosidae","Arctosa","excellens","","Simon",1876,1,"Portugal, Spain"
"18627",19210,"urn:lsid:nmbe.ch:spidersp:017579","Lycosidae","Arctosa","fessana","","Roewer",1960,0,"Libya"
"18628",19211,"urn:lsid:nmbe.ch:spidersp:017580","Lycosidae","Arctosa","figurata","","Simon",1876,1,"Europe, Russia (Europe, Urals, Caucasus)"
"18629",19212,"urn:lsid:nmbe.ch:spidersp:017581","Lycosidae","Arctosa","frequentissima","","Caporiacco",1947,0,"Central, East Africa"
"18630",19213,"urn:lsid:nmbe.ch:spidersp:017582","Lycosidae","Arctosa","fujiii","","Tanaka",1985,0,"China, Japan"
"18631",19214,"urn:lsid:nmbe.ch:spidersp:017583","Lycosidae","Arctosa","fulvolineata","","Lucas",1846,1,"SW Europe, North Africa to Turkey"
"18632",19215,"urn:lsid:nmbe.ch:spidersp:017584","Lycosidae","Arctosa","fusca","","Keyserling",1877,1,"Central America, Caribbean"
"18633",19216,"urn:lsid:nmbe.ch:spidersp:017585","Lycosidae","Arctosa","gougu","","Chen & Song",1999,0,"China"
"18634",19217,"urn:lsid:nmbe.ch:spidersp:017586","Lycosidae","Arctosa","hallasanensis","","Paik",1994,0,"Korea"
"18635",19218,"urn:lsid:nmbe.ch:spidersp:017587","Lycosidae","Arctosa","harraria","","Roewer",1960,0,"Ethiopia"
"18636",19219,"urn:lsid:nmbe.ch:spidersp:017588","Lycosidae","Arctosa","hikosanensis","","Tanaka",1985,0,"Japan"
"18637",19220,"urn:lsid:nmbe.ch:spidersp:017589","Lycosidae","Arctosa","himalayensis","","Tikader & Malhotra",1980,0,"India"
"18638",19221,"urn:lsid:nmbe.ch:spidersp:017590","Lycosidae","Arctosa","hottentotta","","Roewer",1960,0,"Namibia"
"18639",19222,"urn:lsid:nmbe.ch:spidersp:017591","Lycosidae","Arctosa","humicola","","Bertkau",1880,1,"Brazil, Guyana"
"18640",19223,"urn:lsid:nmbe.ch:spidersp:017592","Lycosidae","Arctosa","hunanensis","","Yin, Peng & Bao",1997,0,"China"
"18641",19224,"urn:lsid:nmbe.ch:spidersp:017593","Lycosidae","Arctosa","inconspicua","","Bryant",1948,1,"Hispaniola"
"18642",19225,"urn:lsid:nmbe.ch:spidersp:017594","Lycosidae","Arctosa","indica","","Tikader & Malhotra",1980,0,"India, China?"
"18643",19226,"urn:lsid:nmbe.ch:spidersp:017595","Lycosidae","Arctosa","insignita","","Thorell",1872,1,"USA, Canada, Alaska, Greenland, Russia (Far East)"
"18644",19227,"urn:lsid:nmbe.ch:spidersp:017596","Lycosidae","Arctosa","intricaria","","C. L. Koch",1847,1,"Mediterranean"
"18645",19228,"urn:lsid:nmbe.ch:spidersp:017597","Lycosidae","Arctosa","ipsa","","Karsch",1879,1,"Russia (Far East), Korea, Japan"
"18646",19229,"urn:lsid:nmbe.ch:spidersp:017598","Lycosidae","Arctosa","janetscheki","","Buchar",1976,0,"Nepal"
"18647",19230,"urn:lsid:nmbe.ch:spidersp:017599","Lycosidae","Arctosa","kadjahkaia","","Roewer",1960,0,"Afghanistan"
"18648",19231,"urn:lsid:nmbe.ch:spidersp:017600","Lycosidae","Arctosa","kansuensis","","Schenkel",1936,1,"China"
"18649",19232,"urn:lsid:nmbe.ch:spidersp:017601","Lycosidae","Arctosa","kassenjea","","Strand",1913,1,"Central, East Africa"
"18650",19233,"urn:lsid:nmbe.ch:spidersp:017602","Lycosidae","Arctosa","kawabe","","Tanaka",1985,0,"Japan, Russia (Sakhalin), Korea?"
"18651",19234,"urn:lsid:nmbe.ch:spidersp:017603","Lycosidae","Arctosa","kazibana","","Roewer",1960,0,"Congo"
"18652",19235,"urn:lsid:nmbe.ch:spidersp:017604","Lycosidae","Arctosa","keniana","","Roewer",1960,1,"Congo"
"18653",19236,"urn:lsid:nmbe.ch:spidersp:017605","Lycosidae","Arctosa","keumjeungsana","","Paik",1994,0,"Russia (Far East), Korea"
"18654",19237,"urn:lsid:nmbe.ch:spidersp:017606","Lycosidae","Arctosa","khudiensis","","Sinha",1951,1,"India, China"
"18655",19238,"urn:lsid:nmbe.ch:spidersp:017607","Lycosidae","Arctosa","kiangsiensis","","Schenkel",1963,1,"China"
"18656",19239,"urn:lsid:nmbe.ch:spidersp:017608","Lycosidae","Arctosa","kirkiana","","Strand",1913,1,"Central, East Africa"
"18657",19240,"urn:lsid:nmbe.ch:spidersp:017609","Lycosidae","Arctosa","kiwuana","","Strand",1913,1,"Central, East Africa"
"18658",19241,"urn:lsid:nmbe.ch:spidersp:017610","Lycosidae","Arctosa","kolosvaryi","","Caporiacco",1947,1,"Ethiopia"
"18659",19242,"urn:lsid:nmbe.ch:spidersp:017613","Lycosidae","Arctosa","kwangreungensis","","Paik & Tanaka",1986,0,"China, Korea"
"18660",19243,"urn:lsid:nmbe.ch:spidersp:040059","Lycosidae","Arctosa","labiata","","Tso & Chen",2004,0,"Taiwan"
"18661",19244,"urn:lsid:nmbe.ch:spidersp:017614","Lycosidae","Arctosa","laccophila","","Simon",1909,1,"Guinea-Bissau"
"18662",19245,"urn:lsid:nmbe.ch:spidersp:017615","Lycosidae","Arctosa","lacupemba","","Roewer",1960,1,"Congo"
"18663",19246,"urn:lsid:nmbe.ch:spidersp:017616","Lycosidae","Arctosa","lacustris","","Simon",1876,1,"Canary Is., south-western Europe"
"18664",19247,"urn:lsid:nmbe.ch:spidersp:017617","Lycosidae","Arctosa","lagodechiensis","","Mcheidze",1997,0,"Georgia"
"18665",19248,"urn:lsid:nmbe.ch:spidersp:017618","Lycosidae","Arctosa","lama","","Dondale & Redner",1983,0,"USA, Canada"
"18666",19249,"urn:lsid:nmbe.ch:spidersp:017619","Lycosidae","Arctosa","laminata","","Yu & Song",1988,0,"China, Japan"
"18667",19250,"urn:lsid:nmbe.ch:spidersp:019143","Lycosidae","Arctosa","lawrencei","","Roewer",1960,1,"South Africa"
"18668",19251,"urn:lsid:nmbe.ch:spidersp:017620","Lycosidae","Arctosa","leaeniformis","","Simon",1910,1,"Botswana"
"18669",19252,"urn:lsid:nmbe.ch:spidersp:017621","Lycosidae","Arctosa","leopardus","","Sundevall",1833,1,"Europe, Turkey, Caucasus, Russia (Europe to South Siberia), Iran, Central Asia"
"18670",19253,"urn:lsid:nmbe.ch:spidersp:017622","Lycosidae","Arctosa","lesserti","","Reimoser",1934,0,"India"
"18671",19254,"urn:lsid:nmbe.ch:spidersp:017623","Lycosidae","Arctosa","letourneuxi","","Simon",1885,1,"Morocco to Tunisia"
"18672",19255,"urn:lsid:nmbe.ch:spidersp:017624","Lycosidae","Arctosa","lightfooti","","Purcell",1903,1,"South Africa"
"18673",19256,"urn:lsid:nmbe.ch:spidersp:017625","Lycosidae","Arctosa","litigiosa","","Roewer",1960,0,"Congo, Tanzania"
"18674",19257,"urn:lsid:nmbe.ch:spidersp:017626","Lycosidae","Arctosa","littoralis","","Hentz",1844,1,"North, Central America"
"18675",19258,"urn:lsid:nmbe.ch:spidersp:017627","Lycosidae","Arctosa","liujiapingensis","","Yin, Peng, Xie, Bao & Wang",1997,0,"China"
"18676",19259,"urn:lsid:nmbe.ch:spidersp:017628","Lycosidae","Arctosa","lutetiana","","Simon",1876,1,"Europe, Russia (Europe to South Siberia)"
"18677",19260,"urn:lsid:nmbe.ch:spidersp:017629","Lycosidae","Arctosa","maculata","","Hahn",1822,1,"Europe, Turkey, Iran"
"18678",19262,"urn:lsid:nmbe.ch:spidersp:017631","Lycosidae","Arctosa","marfieldi","","Roewer",1960,0,"Cameroon"
"18679",19263,"urn:lsid:nmbe.ch:spidersp:017632","Lycosidae","Arctosa","marocensis","","Roewer",1960,0,"Morocco"
"18680",19264,"urn:lsid:nmbe.ch:spidersp:017633","Lycosidae","Arctosa","meinerti","","Thorell",1875,1,"Algeria"
"18681",19265,"urn:lsid:nmbe.ch:spidersp:017634","Lycosidae","Arctosa","meitanensis","","Yin, Wang, Xie & Peng",1993,0,"Russia (South Siberia), China"
"18682",19266,"urn:lsid:nmbe.ch:spidersp:017635","Lycosidae","Arctosa","minuta","","F. O. Pickard-Cambridge",1902,0,"USA to Guyana"
"18683",19267,"urn:lsid:nmbe.ch:spidersp:017637","Lycosidae","Arctosa","mittensa","","Yin, Wang, Xie & Peng",1993,0,"China"
"18684",19268,"urn:lsid:nmbe.ch:spidersp:017638","Lycosidae","Arctosa","mossambica","","Roewer",1960,0,"Mozambique"
"18685",19269,"urn:lsid:nmbe.ch:spidersp:017639","Lycosidae","Arctosa","mulani","","Dyal",1935,1,"Pakistan"
"18686",19271,"urn:lsid:nmbe.ch:spidersp:017641","Lycosidae","Arctosa","niccensis","","Strand",1907,1,"Japan"
"18687",19272,"urn:lsid:nmbe.ch:spidersp:017642","Lycosidae","Arctosa","ningboensis","","Yin, Bao & Zhang",1996,0,"China"
"18688",19273,"urn:lsid:nmbe.ch:spidersp:017643","Lycosidae","Arctosa","nivosa","","Purcell",1903,1,"South Africa"
"18689",19274,"urn:lsid:nmbe.ch:spidersp:017644","Lycosidae","Arctosa","nonsignata","","Roewer",1960,0,"Congo"
"18690",19275,"urn:lsid:nmbe.ch:spidersp:017645","Lycosidae","Arctosa","nyembeensis","","Strand",1916,1,"East Africa"
"18691",19276,"urn:lsid:nmbe.ch:spidersp:017646","Lycosidae","Arctosa","obscura","","Denis",1953,0,"Yemen"
"18692",19277,"urn:lsid:nmbe.ch:spidersp:017647","Lycosidae","Arctosa","oneili","","Purcell",1903,1,"South Africa"
"18693",19278,"urn:lsid:nmbe.ch:spidersp:017648","Lycosidae","Arctosa","otaviensis","","Roewer",1960,0,"Namibia"
"18694",19279,"urn:lsid:nmbe.ch:spidersp:017649","Lycosidae","Arctosa","pardosina","","Simon",1898,1,"Uzbekistan"
"18695",19280,"urn:lsid:nmbe.ch:spidersp:017650","Lycosidae","Arctosa","pargongensis","","Paik",1994,0,"Korea"
"18696",19281,"urn:lsid:nmbe.ch:spidersp:017651","Lycosidae","Arctosa","pelengea","","Roewer",1960,0,"Congo"
"18697",19282,"urn:lsid:nmbe.ch:spidersp:017652","Lycosidae","Arctosa","perita","","Latreille",1799,1,"Europe, North Africa, Turkey, Caucasus, Iran. Introduced to Canada"
"18698",19283,"urn:lsid:nmbe.ch:spidersp:017653","Lycosidae","Arctosa","perita","arenicola","Simon",1937,1,"France"
"18699",19284,"urn:lsid:nmbe.ch:spidersp:017654","Lycosidae","Arctosa","personata","","L. Koch",1872,1,"Western Mediterranean"
"18700",19285,"urn:lsid:nmbe.ch:spidersp:017655","Lycosidae","Arctosa","pichoni","","Schenkel",1963,0,"China"
"18701",19287,"urn:lsid:nmbe.ch:spidersp:017657","Lycosidae","Arctosa","poecila","","Caporiacco",1939,0,"Ethiopia"
"18702",19288,"urn:lsid:nmbe.ch:spidersp:017658","Lycosidae","Arctosa","politana","","Roewer",1960,0,"Ethiopia"
"18703",19289,"urn:lsid:nmbe.ch:spidersp:017659","Lycosidae","Arctosa","promontorii","","Pocock",1900,1,"South Africa"
"18704",19290,"urn:lsid:nmbe.ch:spidersp:041381","Lycosidae","Arctosa","pseudoleopardus","","Ponomarev",2007,0,"Russia (Europe), Kazakhstan"
"18705",19291,"urn:lsid:nmbe.ch:spidersp:017660","Lycosidae","Arctosa","pugil","","Bertkau",1880,1,"Brazil"
"18706",19292,"urn:lsid:nmbe.ch:spidersp:017661","Lycosidae","Arctosa","pungcheunensis","","Paik",1994,0,"Korea"
"18707",19293,"urn:lsid:nmbe.ch:spidersp:017662","Lycosidae","Arctosa","quadripunctata","","Lucas",1846,1,"North Africa"
"18708",19294,"urn:lsid:nmbe.ch:spidersp:017663","Lycosidae","Arctosa","raptor","","Kulczyński",1885,1,"Nepal, Russia (Kamchatka), USA, Canada"
"18709",19295,"urn:lsid:nmbe.ch:spidersp:041613","Lycosidae","Arctosa","ravida","","Ponomarev",2007,0,"Russia (Caucasus), Kazakhstan"
"18710",19296,"urn:lsid:nmbe.ch:spidersp:017664","Lycosidae","Arctosa","recurva","","Yu & Song",1988,0,"China"
"18711",19297,"urn:lsid:nmbe.ch:spidersp:017665","Lycosidae","Arctosa","renidescens","","Buchar & Thaler",1995,0,"Alps (France, Italy, Switzerland, Austria)"
"18712",19298,"urn:lsid:nmbe.ch:spidersp:017666","Lycosidae","Arctosa","ripaecola","","Roewer",1960,1,"Tanzania"
"18713",19299,"urn:lsid:nmbe.ch:spidersp:017667","Lycosidae","Arctosa","rubicunda","","Keyserling",1877,1,"USA, Canada"
"18714",19300,"urn:lsid:nmbe.ch:spidersp:017668","Lycosidae","Arctosa","rufescens","","Roewer",1960,0,"Cameroon"
"18715",19301,"urn:lsid:nmbe.ch:spidersp:017669","Lycosidae","Arctosa","sanctaerosae","","Gertsch & Wallace",1935,0,"USA"
"18716",19302,"urn:lsid:nmbe.ch:spidersp:040060","Lycosidae","Arctosa","sandeshkhaliensis","","Majumder",2004,0,"India"
"18717",19303,"urn:lsid:nmbe.ch:spidersp:042205","Lycosidae","Arctosa","sapiranga","","Silva & Lise",2009,0,"Brazil"
"18718",19304,"urn:lsid:nmbe.ch:spidersp:017670","Lycosidae","Arctosa","schensiensis","","Schenkel",1963,0,"China"
"18719",19306,"urn:lsid:nmbe.ch:spidersp:017672","Lycosidae","Arctosa","scopulitibiis","","Strand",1906,1,"Ethiopia"
"18720",19307,"urn:lsid:nmbe.ch:spidersp:017673","Lycosidae","Arctosa","serii","","Roth & Brown",1976,0,"Mexico"
"18721",19308,"urn:lsid:nmbe.ch:spidersp:017674","Lycosidae","Arctosa","serrulata","","Mao & Song",1985,0,"China"
"18722",19309,"urn:lsid:nmbe.ch:spidersp:039410","Lycosidae","Arctosa","similis","","Schenkel",1938,0,"Canary Is. to Cyprus, Iran"
"18723",19310,"urn:lsid:nmbe.ch:spidersp:017675","Lycosidae","Arctosa","simoni","","Guy",1966,0,"Turkey"
"18724",19311,"urn:lsid:nmbe.ch:spidersp:017676","Lycosidae","Arctosa","sjostedti","","Roewer",1960,0,"Tanzania"
"18725",19312,"urn:lsid:nmbe.ch:spidersp:017677","Lycosidae","Arctosa","sordulenta","","Thorell",1899,1,"Cameroon"
"18726",19313,"urn:lsid:nmbe.ch:spidersp:017678","Lycosidae","Arctosa","springiosa","","Yin, Wang, Xie & Peng",1993,0,"China"
"18727",19314,"urn:lsid:nmbe.ch:spidersp:017679","Lycosidae","Arctosa","stigmosa","","Thorell",1875,1,"France, Norway to Ukraine, Iran"
"18728",19315,"urn:lsid:nmbe.ch:spidersp:039412","Lycosidae","Arctosa","subamylacea","","Bösenberg & Strand",1906,1,"Kazakhstan, China, Korea, Japan"
"18729",19316,"urn:lsid:nmbe.ch:spidersp:017680","Lycosidae","Arctosa","swatowensis","","Strand",1907,1,"China"
"18730",19317,"urn:lsid:nmbe.ch:spidersp:017681","Lycosidae","Arctosa","tanakai","","Barrion & Litsinger",1995,0,"Philippines"
"18731",19319,"urn:lsid:nmbe.ch:spidersp:017682","Lycosidae","Arctosa","tbilisiensis","","Mcheidze",1946,0,"Greece, Bulgaria, Turkey, Caucasus (Russia, Georgia, Azerbaijan), Iraq, Iran, Afghanistan"
"18732",19320,"urn:lsid:nmbe.ch:spidersp:017683","Lycosidae","Arctosa","tenuissima","","Purcell",1903,1,"South Africa"
"18733",19321,"urn:lsid:nmbe.ch:spidersp:017684","Lycosidae","Arctosa","testacea","","Roewer",1960,0,"Tanzania"
"18734",19322,"urn:lsid:nmbe.ch:spidersp:017685","Lycosidae","Arctosa","togona","","Roewer",1960,0,"Togo"
"18735",19323,"urn:lsid:nmbe.ch:spidersp:017686","Lycosidae","Arctosa","transvaalana","","Roewer",1960,0,"South Africa"
"18736",19324,"urn:lsid:nmbe.ch:spidersp:017688","Lycosidae","Arctosa","tridens","","Simon",1937,1,"Algeria"
"18737",19325,"urn:lsid:nmbe.ch:spidersp:017689","Lycosidae","Arctosa","tridentata","","Chen & Song",1999,0,"China (Hainan)"
"18738",19326,"urn:lsid:nmbe.ch:spidersp:040062","Lycosidae","Arctosa","truncata","","Tso & Chen",2004,0,"Taiwan"
"18739",19327,"urn:lsid:nmbe.ch:spidersp:017690","Lycosidae","Arctosa","upembana","","Roewer",1960,0,"Congo"
"18740",19328,"urn:lsid:nmbe.ch:spidersp:017691","Lycosidae","Arctosa","vaginalis","","Yu & Song",1988,0,"China"
"18741",19329,"urn:lsid:nmbe.ch:spidersp:017692","Lycosidae","Arctosa","variana","","C. L. Koch",1847,0,"Mediterranean to Central Asia"
"18742",19330,"urn:lsid:nmbe.ch:spidersp:017693","Lycosidae","Arctosa","villica","","Lucas",1846,1,"Western Mediterranean"
"18743",19331,"urn:lsid:nmbe.ch:spidersp:017694","Lycosidae","Arctosa","virgo","","Chamberlin",1925,1,"USA"
"18744",19332,"urn:lsid:nmbe.ch:spidersp:017695","Lycosidae","Arctosa","wittei","","Roewer",1960,0,"Congo, Tanzania"
"18745",19333,"urn:lsid:nmbe.ch:spidersp:017696","Lycosidae","Arctosa","workmani","","Strand",1909,1,"Paraguay"
"18746",19334,"urn:lsid:nmbe.ch:spidersp:017697","Lycosidae","Arctosa","xunyangensis","","Wang & Qiu",1992,0,"China"
"18747",19335,"urn:lsid:nmbe.ch:spidersp:037062","Lycosidae","Arctosa","yasudai","","Tanaka",2000,1,"Japan, Korea"
"18748",19336,"urn:lsid:nmbe.ch:spidersp:017698","Lycosidae","Arctosa","ziyunensis","","Yin, Peng & Bao",1997,0,"China"
"18749",19337,"urn:lsid:nmbe.ch:spidersp:017699","Lycosidae","Arctosippa","gracilis","","Keyserling",1881,1,"Peru"
"18750",19338,"urn:lsid:nmbe.ch:spidersp:017700","Lycosidae","Arctosomma","trochosiforme","","Strand",1906,1,"Ethiopia"
"18751",19339,"urn:lsid:nmbe.ch:spidersp:037706","Lycosidae","Artoria","albopedipalpis","","Framenau",2002,0,"Australia (Victoria)"
"18752",19340,"urn:lsid:nmbe.ch:spidersp:018179","Lycosidae","Artoria","albopilata","","Urquhart",1893,1,"Australia (Queensland to South Australia and Tasmania)"
"18753",19341,"urn:lsid:nmbe.ch:spidersp:038675","Lycosidae","Artoria","alta","","Framenau",2004,0,"Australia (New South Wales)"
"18754",19342,"urn:lsid:nmbe.ch:spidersp:017704","Lycosidae","Artoria","amoena","","Roewer",1960,1,"Congo"
"18755",19343,"urn:lsid:nmbe.ch:spidersp:037707","Lycosidae","Artoria","avona","","Framenau",2002,0,"Australia (South Australia, Victoria)"
"18756",19344,"urn:lsid:nmbe.ch:spidersp:019179","Lycosidae","Artoria","berenice","","L. Koch",1877,1,"Australia (Queensland to Tasmania), New Caledonia, Vanuatu"
"18757",19345,"urn:lsid:nmbe.ch:spidersp:017705","Lycosidae","Artoria","cingulipes","","Simon",1909,0,"Australia (Western Australia, South Australia)"
"18758",19346,"urn:lsid:nmbe.ch:spidersp:017706","Lycosidae","Artoria","flavimana","","Simon",1909,0,"Australia (Western Australia to New South Wales, Victoria and Tasmania)"
"18759",19347,"urn:lsid:nmbe.ch:spidersp:018258","Lycosidae","Artoria","gloriosa","","Rainbow",1920,1,"Australia (Lord Howe Is.)"
"18760",19348,"urn:lsid:nmbe.ch:spidersp:018444","Lycosidae","Artoria","hebridisiana","","Berland",1938,1,"Vanuatu"
"18761",19349,"urn:lsid:nmbe.ch:spidersp:038676","Lycosidae","Artoria","hospita","","Vink",2002,0,"New Zealand"
"18762",19350,"urn:lsid:nmbe.ch:spidersp:037708","Lycosidae","Artoria","howquaensis","","Framenau",2002,0,"Australia (South Australia, New South Wales, Victoria)"
"18763",19351,"urn:lsid:nmbe.ch:spidersp:019291","Lycosidae","Artoria","impedita","","Simon",1909,1,"Australia (Western Australia)"
"18764",19352,"urn:lsid:nmbe.ch:spidersp:042846","Lycosidae","Artoria","ligulacea","","Qu, Peng & Yin",2009,1,"China"
"18765",19353,"urn:lsid:nmbe.ch:spidersp:037404","Lycosidae","Artoria","lineata","","L. Koch",1877,1,"Australia (South Australia, New South Wales to Tasmania)"
"18766",19354,"urn:lsid:nmbe.ch:spidersp:042066","Lycosidae","Artoria","linnaei","","Framenau",2008,0,"Australia (Western Australia)"
"18767",19355,"urn:lsid:nmbe.ch:spidersp:017707","Lycosidae","Artoria","lycosimorpha","","Strand",1909,0,"South Africa"
"18768",19356,"urn:lsid:nmbe.ch:spidersp:017708","Lycosidae","Artoria","maculatipes","","Roewer",1960,1,"Namibia"
"18769",19357,"urn:lsid:nmbe.ch:spidersp:037709","Lycosidae","Artoria","mckayi","","Framenau",2002,0,"Australia (Queensland and South Australia to Tasmania)"
"18770",19358,"urn:lsid:nmbe.ch:spidersp:018445","Lycosidae","Artoria","minima","","Berland",1938,1,"Vanuatu"
"18771",19359,"urn:lsid:nmbe.ch:spidersp:017702","Lycosidae","Artoria","palustris","","Dahl",1908,0,"New Guinea, Papua New Guinea (Bismarck Arch.)"
"18772",19360,"urn:lsid:nmbe.ch:spidersp:017703","Lycosidae","Artoria","parvula","","Thorell",1877,0,"China, Malaysia (peninsula, Borneo), Philippines, Indonesia (Sulawesi), Australia (Northern Territory)"
"18773",19362,"urn:lsid:nmbe.ch:spidersp:037710","Lycosidae","Artoria","quadrata","","Framenau",2002,0,"Australia (Queensland, New South Wales, Victoria)"
"18774",19363,"urn:lsid:nmbe.ch:spidersp:040063","Lycosidae","Artoria","schizocoides","","Framenau & Hebets",2007,0,"Australia (Western Australia)"
"18775",19364,"urn:lsid:nmbe.ch:spidersp:038677","Lycosidae","Artoria","segrega","","Vink",2002,0,"New Zealand"
"18776",19365,"urn:lsid:nmbe.ch:spidersp:038678","Lycosidae","Artoria","separata","","Vink",2002,0,"New Zealand"
"18777",19366,"urn:lsid:nmbe.ch:spidersp:017710","Lycosidae","Artoria","taeniifera","","Simon",1909,0,"Australia (Western Australia, South Australia, New South Wales)"
"18778",19367,"urn:lsid:nmbe.ch:spidersp:018446","Lycosidae","Artoria","thorelli","","Berland",1929,1,"Samoa, Marquesas Is."
"18779",19368,"urn:lsid:nmbe.ch:spidersp:037711","Lycosidae","Artoria","triangularis","","Framenau",2002,0,"Australia (South Australia and Queensland to Tasmania)"
"18780",19369,"urn:lsid:nmbe.ch:spidersp:037712","Lycosidae","Artoria","ulrichi","","Framenau",2002,0,"Australia (New South Wales, Victoria)"
"18781",19370,"urn:lsid:nmbe.ch:spidersp:040064","Lycosidae","Artoria","victoriensis","","Framenau, Gotch & Austin",2006,0,"Australia (South Australia and Queensland to Tasmania)"
"18782",19371,"urn:lsid:nmbe.ch:spidersp:017711","Lycosidae","Artoriellula","bicolor","","Simon",1898,1,"South Africa"
"18783",19372,"urn:lsid:nmbe.ch:spidersp:017712","Lycosidae","Artoriellula","celebensis","","Merian",1911,1,"Indonesia (Sulawesi)"
"18784",19373,"urn:lsid:nmbe.ch:spidersp:040065","Lycosidae","Artoriopsis","anacardium","","Framenau",2007,0,"Australia (Northern Territory, Queensland)"
"18785",19374,"urn:lsid:nmbe.ch:spidersp:040066","Lycosidae","Artoriopsis","eccentrica","","Framenau",2007,0,"Australia (Western Australia, South Australia, Victoria)"
"18786",19375,"urn:lsid:nmbe.ch:spidersp:019290","Lycosidae","Artoriopsis","expolita","","L. Koch",1877,1,"Australia (incl. Tasmania), New Zealand"
"18787",19376,"urn:lsid:nmbe.ch:spidersp:040067","Lycosidae","Artoriopsis","joergi","","Framenau",2007,0,"Australia (Western Australia, South Australia)"
"18788",19377,"urn:lsid:nmbe.ch:spidersp:040068","Lycosidae","Artoriopsis","klausi","","Framenau",2007,0,"Australia (South Australia, New South Wales, Victoria)"
"18789",19378,"urn:lsid:nmbe.ch:spidersp:040069","Lycosidae","Artoriopsis","melissae","","Framenau",2007,0,"Australia (Queensland to Tasmania)"
"18790",19379,"urn:lsid:nmbe.ch:spidersp:040070","Lycosidae","Artoriopsis","whitehouseae","","Framenau",2007,0,"Australia (Queensland, New South Wales)"
"18791",19380,"urn:lsid:nmbe.ch:spidersp:017713","Lycosidae","Aulonia","albimana","","Walckenaer",1805,1,"Europe, Turkey, Caucasus"
"18792",19381,"urn:lsid:nmbe.ch:spidersp:017715","Lycosidae","Aulonia","kratochvili","","Dunin, Buchar & Absolon",1986,0,"Greece, Cyprus, Turkey, Israel, Azerbaijan, Iran, Turkmenistan"
"18793",19382,"urn:lsid:nmbe.ch:spidersp:017719","Lycosidae","Auloniella","maculisterna","","Roewer",1960,0,"Tanzania"
"18794",19383,"urn:lsid:nmbe.ch:spidersp:017951","Lycosidae","Birabenia","birabenae","","Mello-Leitão",1941,0,"Argentina"
"18795",19384,"urn:lsid:nmbe.ch:spidersp:018458","Lycosidae","Birabenia","vittata","","Mello-Leitão",1945,1,"Argentina, Uruguay"
"18796",19386,"urn:lsid:nmbe.ch:spidersp:017720","Lycosidae","Brevilabus","gillonorum","","Cornic",1980,0,"Ivory Coast"
"18797",19387,"urn:lsid:nmbe.ch:spidersp:017721","Lycosidae","Brevilabus","oryx","","Simon",1886,1,"Senegal, Ethiopia"
"18798",19388,"urn:lsid:nmbe.ch:spidersp:017722","Lycosidae","Bristowiella","kartalensis","","Alderweireldt",1988,0,"Comoros"
"18799",19389,"urn:lsid:nmbe.ch:spidersp:017723","Lycosidae","Bristowiella","seychellensis","","Bristowe",1973,1,"Seychelles, Comoros"
"18800",19390,"urn:lsid:nmbe.ch:spidersp:017328","Lycosidae","Camptocosa","parallela","","Banks",1898,1,"USA, Mexico"
"18801",19391,"urn:lsid:nmbe.ch:spidersp:040071","Lycosidae","Camptocosa","texana","","Dondale, Jiménez & Nieto",2005,0,"USA"
